,Model,label,raw,block,canon,difficulty_score,normal_mean,expert_mean,average_mean,mean_diff_normed,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,ranking_7,expert_1,expert_2
105,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),magnifying glass,Magnifying glass,45,Clock,0.5855004902475762,1.0,1.0,1.0,0.4144995097524238,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
106,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),heart,heart,46,Lightbulb - Ice Cream,0.7069768704241428,1.0,1.5,1.25,0.3662789119698215,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0
107,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),key,Key,47,Computer Mouse,0.8511684216890806,1.0,1.0,1.0,0.14883157831091942,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
108,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),cross,Cross,48,Letter T,0.6196442811846602,1.4,1.5,1.45,0.5515157922822427,1.0,2.0,1.0,2.0,1.0,,,1.0,2.0
109,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),bikini top,Bikini top,49,Heart,0.5711914979083924,2.0,2.5,2.25,0.964819129706117,1.0,2.0,2.0,4.0,1.0,,,1.0,4.0
110,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),stick figure,Stick figure,50,Stick Figure,0.6767454424369007,4.833333333333333,5.0,4.916666666666666,1.5893349080185712,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0
111,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),stick figure,Stick figure,51,Television,0.6344956971999075,2.0,1.0,1.5,0.5482564542001387,1.0,1.0,4.0,3.0,1.0,,,1.0,1.0
112,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),flagpole,flagpole,52,Letter F,0.6853657836486973,1.8333333333333333,2.0,1.9166666666666665,0.6030489146733302,1.0,1.0,1.0,3.0,1.0,4.0,,1.0,3.0
113,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),hanging lamp,Hanging lamp,53,Sailboat,0.6746837943221582,1.8,3.0,2.4,0.7807588936268203,1.0,2.0,2.0,2.0,2.0,,,2.0,4.0
114,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),key,key,54,Music Note,0.5702566768448688,2.6666666666666665,2.5,2.583333333333333,1.1101702514840888,2.0,3.0,2.0,2.0,3.0,4.0,,3.0,2.0
115,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),downward arrow,Downward arrow,55,Yield Sign - Martini Glass,0.5813663731940197,1.2,1.5,1.35,0.5651553961880734,1.0,1.0,1.0,2.0,1.0,,,1.0,2.0
116,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),flag pole,Flag pole,56,Clock,0.5874327098174441,1.0,1.0,1.0,0.4125672901825559,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
117,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),railroad crossing,Railroad crossing,57,Hourglass,0.4898972947782638,1.2857142857142858,2.0,1.6428571428571428,0.8380258728642809,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0
118,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),umbrella,Umbrella,58,Umbrella,0.4292901565322177,4.833333333333333,5.0,4.916666666666666,2.805990063716596,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
119,Anthropic: Claude Sonnet 4 - Multiple Context - Extended Thinking 4000t (2025-09-11),house,house,59,Pine tree,0.5752668834094511,1.3333333333333333,1.0,1.1666666666666665,0.49552196935564036,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0
120,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),ladder,Ladder,1,Ladder,0.4751185628015861,5.0,5.0,5.0,2.6244071859920695,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0
121,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),ladder,Ladder,2,Ladder,0.6610531487654556,4.5,5.0,4.75,1.6099975433640858,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0
122,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),barbell,Barbell,3,Glasses,0.6845673981674806,1.0,1.0,1.0,0.3154326018325194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),eyeglasses,Eyeglasses,4,Glasses,0.5468725449723439,3.0,4.5,3.75,1.6992279563537103,1.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0
124,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),eyeglasses,Eyeglasses,5,Glasses,0.5451123909099757,2.2,5.0,3.6,1.6375953927240876,3.0,2.0,2.0,1.0,3.0,,,5.0,5.0
125,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),butterfly,Butterfly,6,Glasses,0.6296458064862441,1.0,1.0,1.0,0.37035419351375587,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
126,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),arrow,Arrow,7,Pine Tree,0.5548532022011824,4.333333333333333,4.5,4.416666666666666,1.966065023611444,5.0,3.0,4.0,5.0,5.0,4.0,,5.0,4.0
127,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),cheerleader,Cheerleader,8,Butterfly,0.6411043581205884,1.2,1.5,1.35,0.4845091165372057,1.0,1.0,1.0,1.0,2.0,,,2.0,1.0
128,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),cactus,Cactus,9,Butterfly,0.6425347026663212,1.0,1.5,1.25,0.44683162166709856,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0
129,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),pitchfork,Pitchfork,10,Comb - Pitchfork,0.6756697358651155,4.666666666666667,5.0,4.833333333333334,1.567596276651942,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0
130,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),pitchfork,Pitchfork,11,Comb - Pitchfork,0.6226273261756372,4.5,5.0,4.75,1.7925202006657233,4.0,5.0,4.0,5.0,4.0,5.0,,5.0,5.0
131,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),hammer,Hammer,12,Goblet,0.6350097299355925,1.0,1.0,1.0,0.36499027006440754,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
132,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),table,Table,13,Goblet,0.6759272535859652,1.2,3.0,2.1,0.6805527674694731,2.0,1.0,1.0,1.0,1.0,,,2.0,4.0
133,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),owl face,Owl face,14,Computer Mouse,0.7418457479906454,1.0,1.0,1.0,0.2581542520093546,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
134,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),house,House,15,House,0.5604145691220367,3.6666666666666665,4.5,4.083333333333333,1.7949738427516835,3.0,5.0,4.0,3.0,3.0,4.0,,5.0,4.0
135,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),house,House,60,House,0.5476538878373272,3.5,5.0,4.25,1.9224709766913595,4.0,4.0,4.0,2.0,4.0,3.0,,5.0,5.0
136,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),bell,Bell,16,Ice cream,0.5213069155657604,1.2,1.0,1.1,0.5265623928776636,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0
137,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),bell,Bell,17,Ice cream,0.6339653089357414,1.25,1.0,1.125,0.4117890274472909,1.0,1.0,2.0,1.0,,,,1.0,1.0
138,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),key,Key,18,Ice cream,0.6847597069012321,1.6,1.0,1.3,0.4098123810283983,2.0,1.0,3.0,1.0,1.0,,,1.0,1.0
139,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),key,Key,19,Computer Mouse,0.859309544470196,1.0,1.0,1.0,0.14069045552980397,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
140,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),mushroom,Mushroom,20,Crystal ball - Person Outline,0.6219390375192231,2.0,2.0,2.0,0.7561219249615538,1.0,1.0,3.0,4.0,1.0,,,2.0,2.0
141,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),mushroom,Mushroom,21,Crystal ball - Person Outline,0.7380031106155932,1.6,2.5,2.05,0.5370936232380339,1.0,2.0,1.0,3.0,1.0,,,2.0,3.0
142,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),ice cream,Ice cream,22,Fish,0.7208342020855323,1.0,1.0,1.0,0.2791657979144677,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
143,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),lollipop,Lollipop,23,Lollipop,0.6343711397762843,4.5,5.0,4.75,1.7367370860626494,5.0,5.0,4.0,3.0,5.0,5.0,,5.0,5.0
144,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),bucket,Bucket,24,Chair,0.6122911911027547,1.0,1.5,1.25,0.4846360111215567,1.0,1.0,1.0,1.0,,,,1.0,2.0
145,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),shelf bracket,Shelf bracket,25,Chair,0.5452904006405492,2.6,2.0,2.3,1.0458320785267368,2.0,3.0,1.0,5.0,2.0,,,1.0,3.0
146,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),flag,Flag,26,Flag,0.5048827596669067,4.333333333333333,5.0,4.666666666666666,2.3105471215544355,5.0,1.0,5.0,5.0,5.0,5.0,,5.0,5.0
147,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),picture frame,Picture frame,27,Door,0.6329439046769518,1.8,2.5,2.15,0.7891706049445535,2.0,1.0,2.0,2.0,2.0,,,2.0,3.0
148,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),butterfly,Butterfly,28,Glasses,0.6597435356665721,1.0,1.0,1.0,0.34025646433342793,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
149,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),table,Table,29,Shovel,0.5969217655525534,1.8,1.5,1.65,0.6650790868382869,2.0,2.0,1.0,3.0,1.0,,,1.0,2.0
150,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),comb,Comb,30,Fish bones,0.7482943265112354,1.0,1.5,1.25,0.31463209186095575,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0
151,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),umbrella,Umbrella,31,Balloon,0.7324644726199256,1.0,1.0,1.0,0.26753552738007436,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
152,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),bell,Bell,32,Goblet,0.6384694570046723,1.2,2.5,1.85,0.6688315045413563,1.0,1.0,1.0,1.0,2.0,,,1.0,4.0
153,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),hammer,Hammer,33,Plunger,0.6658658756083077,1.3333333333333333,1.0,1.1666666666666665,0.38982314512364097,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0
154,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),butterfly,Butterfly,34,Bow tie - Owl,0.6572361578806541,1.3333333333333333,2.0,1.6666666666666665,0.5712730701989097,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,3.0
155,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),butterfly,Butterfly,35,Bow tie - Owl,0.6634528351709783,1.4,1.5,1.45,0.48799338900208145,1.0,2.0,1.0,2.0,1.0,,,1.0,2.0
156,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),telephone pole,Telephone pole,36,Broom,0.5772467939690892,1.6,3.0,2.3,0.9723323738710948,1.0,4.0,1.0,1.0,1.0,,,1.0,5.0
157,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),stick figure,Stick figure,37,Clubs symbol,0.6776882472823819,1.3333333333333333,1.5,1.4166666666666665,0.45660831634995896,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0
158,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),owl face,Owl face,38,Clubs symbol - Ice cream,0.5910450288294253,1.3333333333333333,1.0,1.1666666666666665,0.4771141330323371,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0
159,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),owl face,Owl face,39,Clubs symbol - Ice cream,0.6294757245258944,1.75,1.5,1.625,0.6021019476454216,2.0,1.0,2.0,2.0,,,,1.0,2.0
160,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),key,Key,40,Mug,0.6494578485259365,1.1666666666666667,1.0,1.0833333333333335,0.3797539974302355,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
161,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),key,Key,41,Mug,0.6527248385613104,1.1666666666666667,1.0,1.0833333333333335,0.37621475822524714,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
162,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),tic-tac-toe,Tic-tac-toe,42,Window - Grid,0.4461387803125867,2.3333333333333335,1.5,1.9166666666666667,1.061567337734209,3.0,2.0,4.0,3.0,1.0,1.0,,1.0,2.0
163,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),musical note,Musical note,43,Mouse,0.7158409820449328,1.6666666666666667,1.0,1.3333333333333335,0.3788786906067562,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,1.0
164,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),swan,Swan,44,Computer Mouse,0.7324056829010255,2.0,1.0,1.5,0.4013914756484618,3.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0
165,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),golf club,Golf club,45,Clock,0.5855004902475762,1.0,1.0,1.0,0.4144995097524238,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
166,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),handlebars,Handlebars,46,Lightbulb - Ice Cream,0.7069768704241428,1.4,1.5,1.45,0.4248835378849929,1.0,2.0,2.0,1.0,1.0,,,1.0,2.0
167,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),key,Key,47,Computer Mouse,0.8511684216890806,1.0,1.0,1.0,0.14883157831091942,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
168,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),hammer,Hammer,48,Letter T,0.6196442811846602,1.5,2.0,1.75,0.6656225079268446,1.0,1.0,3.0,1.0,2.0,1.0,,2.0,2.0
169,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),sad face,Sad face,49,Heart,0.5711914979083924,1.0,1.0,1.0,0.4288085020916076,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
170,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),stick figure,Stick figure,50,Stick Figure,0.6767454424369007,4.833333333333333,5.0,4.916666666666666,1.5893349080185712,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0
171,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),house,House,51,Television,0.6344956971999075,1.2,1.0,1.1,0.40205473308010176,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0
172,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),coat rack,Coat rack,52,Letter F,0.6853657836486973,1.4,2.5,1.95,0.6135367218850403,1.0,1.0,3.0,1.0,1.0,,,2.0,3.0
173,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),hammer,Hammer,53,Sailboat,0.6746837943221582,1.6666666666666667,1.0,1.3333333333333335,0.43375494090378913,1.0,1.0,5.0,1.0,1.0,1.0,,1.0,1.0
174,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),hockey stick,Hockey stick,54,Music Note,0.5702566768448688,1.4,1.5,1.45,0.6231278185749403,1.0,1.0,2.0,2.0,1.0,,,1.0,2.0
175,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),arrow,Arrow,55,Yield Sign - Martini Glass,0.5813663731940197,1.5,1.5,1.5,0.6279504402089704,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0
176,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),clock,Clock,56,Clock,0.5874327098174441,4.666666666666667,5.0,4.833333333333334,1.9940752358823537,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
177,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),railroad crossing,Railroad crossing,57,Hourglass,0.4898972947782638,1.2857142857142858,2.0,1.6428571428571428,0.8380258728642809,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0
178,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),umbrella,Umbrella,58,Umbrella,0.4292901565322177,4.833333333333333,5.0,4.916666666666666,2.805990063716596,5.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0
179,Anthropic: Claude Sonnet 4 - Single Context - Extended Thinking 4000t (2025-09-11),house,House,59,Pine tree,0.5752668834094511,1.3333333333333333,1.0,1.1666666666666665,0.49552196935564036,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0
180,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),stacked h's,Stacked H's,1,Ladder,0.4751185628015861,2.6666666666666665,1.0,1.8333333333333333,0.9622826348637586,4.0,2.0,3.0,3.0,1.0,3.0,,1.0,1.0
181,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),ladder rungs,Ladder rungs,2,Ladder,0.6610531487654556,4.75,4.5,4.625,1.5676291869597678,5.0,5.0,5.0,4.0,,,,5.0,4.0
182,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),bed,bed,3,Glasses,0.6845673981674806,1.8333333333333333,2.0,1.9166666666666665,0.6045791535123288,3.0,1.0,1.0,1.0,2.0,3.0,,1.0,3.0
183,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),bed,bed,4,Glasses,0.5468725449723439,1.4,2.0,1.7,0.7703166735470153,1.0,1.0,1.0,2.0,2.0,,,1.0,3.0
184,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),pregnant woman,Pregnant woman,5,Glasses,0.5451123909099757,1.25,1.0,1.125,0.5117485602262773,1.0,1.0,1.0,2.0,,,,1.0,1.0
185,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),glasses,glasses,6,Glasses,0.6296458064862441,3.3333333333333335,5.0,4.166666666666667,1.5431424729739829,2.0,3.0,4.0,2.0,5.0,4.0,,5.0,5.0
186,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),hourglass,hourglass,7,Pine Tree,0.5548532022011824,1.0,1.0,1.0,0.4451467977988176,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
187,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),butterfly,butterfly,8,Butterfly,0.6411043581205884,3.3333333333333335,5.0,4.166666666666667,1.4953985078308818,3.0,3.0,5.0,3.0,4.0,2.0,,5.0,5.0
188,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),heart,heart,9,Butterfly,0.6425347026663212,1.0,1.0,1.0,0.3574652973336788,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
189,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),broken comb,broken comb,10,Comb - Pitchfork,0.6756697358651155,1.0,3.0,2.0,0.648660528269769,1.0,1.0,1.0,1.0,1.0,,,2.0,4.0
190,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),goal post,Goal post,11,Comb - Pitchfork,0.6226273261756372,2.5,2.5,2.5,0.943431684560907,3.0,2.0,2.0,5.0,2.0,1.0,,2.0,3.0
191,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),lying person,lying person,12,Goblet,0.6350097299355925,1.0,1.0,1.0,0.36499027006440754,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
192,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),hammer,hammer,13,Goblet,0.6759272535859652,1.0,1.0,1.0,0.32407274641403483,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
193,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),toilet seat,toilet seat,14,Computer Mouse,0.7418457479906454,1.6,1.5,1.55,0.40013909061449965,1.0,2.0,1.0,1.0,3.0,,,1.0,2.0
194,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),house,house,15,House,0.5604145691220367,3.6666666666666665,4.5,4.083333333333333,1.7949738427516835,3.0,5.0,4.0,3.0,3.0,4.0,,5.0,4.0
195,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),house,house,60,House,0.5476538878373272,3.5,5.0,4.25,1.9224709766913595,4.0,4.0,4.0,2.0,4.0,3.0,,5.0,5.0
196,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),paper airplane,Paper airplane,16,Ice cream,0.5213069155657604,1.0,1.0,1.0,0.47869308443423964,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
197,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),slingshot frame,Slingshot frame,17,Ice cream,0.6339653089357414,1.8333333333333333,4.0,2.9166666666666665,1.067601182270754,3.0,1.0,2.0,1.0,3.0,1.0,,5.0,3.0
198,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),sailboat,sailboat,18,Ice cream,0.6847597069012321,1.1666666666666667,1.0,1.0833333333333335,0.3415103175236653,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0
199,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),usd symbol,USD symbol,19,Computer Mouse,0.859309544470196,1.2857142857142858,1.0,1.1428571428571428,0.16078909203406166,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
200,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),balloon animal,Balloon animal,20,Crystal ball - Person Outline,0.6219390375192231,1.5,1.0,1.25,0.47257620310097115,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0
201,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),lollipop stand,Lollipop stand,21,Crystal ball - Person Outline,0.7380031106155932,1.0,1.5,1.25,0.3274961117305085,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0
202,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),heart,heart,22,Fish,0.7208342020855323,1.0,1.0,1.0,0.2791657979144677,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
203,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),sculpture,sculpture,23,Lollipop,0.6343711397762843,1.6666666666666667,1.0,1.3333333333333335,0.4875051469649543,3.0,2.0,1.0,1.0,2.0,1.0,,1.0,1.0
204,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),tuning fork,Tuning fork,24,Chair,0.6122911911027547,2.1666666666666665,2.5,2.333333333333333,0.9046538874269057,1.0,1.0,4.0,2.0,4.0,1.0,,2.0,3.0
205,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),open box,Open box,25,Chair,0.5452904006405492,1.3333333333333333,1.5,1.4166666666666665,0.6441719324258885,1.0,1.0,1.0,1.0,1.0,3.0,,2.0,1.0
206,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),check mark,Check mark,26,Flag,0.5048827596669067,1.1666666666666667,3.0,2.0833333333333335,1.0314942506939446,1.0,1.0,1.0,1.0,2.0,1.0,,5.0,1.0
207,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),ladder,ladder,27,Door,0.6329439046769518,1.0,1.0,1.0,0.36705609532304817,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
208,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),eyeglasses,eyeglasses,28,Glasses,0.6597435356665721,3.5,5.0,4.25,1.4460899734170687,3.0,4.0,2.0,5.0,3.0,4.0,,5.0,5.0
209,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),ladder,ladder,29,Shovel,0.5969217655525534,1.1666666666666667,1.0,1.0833333333333335,0.4366680873180672,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0
210,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),bed,bed,30,Fish bones,0.7482943265112354,1.5,1.0,1.25,0.31463209186095575,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,1.0
211,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),lollipop,lollipop,31,Balloon,0.7324644726199256,3.8333333333333335,2.5,3.166666666666667,0.8471958367035689,3.0,5.0,4.0,4.0,2.0,5.0,,2.0,3.0
212,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),hammerhead shark,Hammerhead shark,32,Goblet,0.6384694570046723,1.0,1.0,1.0,0.3615305429953277,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
213,DeepMind: Gemini 2.0 Flash - Multiple Context (2025-07-21),anchor,anchor,33,Plunger,0.6658658756083077,1.5,2.5,2.0,0.6682682487833846,1.0,1.0,1.0,2.0,2.0,2.0,,3.0,2.0
